,smiles
162,Cc1ccc(NC(=O)C2CCCN(C(=O)C3CC3)C2)cc1Cl
163,Cc1n[nH]c(-c2cccc(CNC(=O)C(C)(C)n3cncn3)c2)n1
164,O=C(Nc1ccnc2c1CCC2)c1cnc2ccccc2n1
165,COCC(C)NC(=O)CSc1nncn1C1CC1
166,CC(C)COc1ccc(NC(=O)NC(C)C)cc1
167,CCC(=O)N1CCc2cc(C(=O)N(C)C3CCCCC3)ccc21
168,Cc1cc2cc(CNc3ccccc3)c(=O)[nH]c2cc1C
169,N#Cc1ccc(-c2noc(-c3cc(-c4ccccc4)on3)n2)nc1
170,CCOc1ccccc1C(=O)NCC(=O)Nc1cc(C)on1
171,Cc1ccc(NC(=O)NCCNC(=O)c2ccccc2F)cc1C
172,Cc1ccc(-c2nn(CC(=O)NCCC(C)C)cc2Br)o1
173,CC(CC#N)N1CCN(CC(=O)Nc2cccc3ccccc23)CC1
174,COCCCNC(=O)c1ccc(Br)cc1
175,CC(CC(=O)NCc1ccccc1-n1ccnc1)c1ccc(F)cc1
176,O=c1c2c([nH]c3c(-c4ccc(F)cc4)cnn13)CCCC2
177,O=C1NCCNC1c1ccc(OCc2ccccc2)cc1
178,Cc1ccc(CN2C(=O)C(C(C)C)Oc3cc(N)ccc32)cc1
179,CCc1cc(NCCc2c(C)n[nH]c2C)n2nccc2n1
180,CN(C)C(=O)CNC(=O)c1c2c(nn1C)CCCC2
181,O=C(CNC(=O)C1CCCCC1)NCc1cccnc1
182,COc1ccc(C)cc1Cn1nc2n(c1=O)CCCCC2
183,Cc1nc(C)c(C(=O)NCCCOCc2ccco2)s1
184,COC(=O)NCC(=O)NC(c1ccc(Cl)cc1)c1nccn1C
185,Cn1cc(CCC(=O)Nc2ccccc2C(F)(F)F)cn1
186,CCn1c(CN(C)C(=O)Nc2ccccc2Cl)nc2ccccc21
187,CCOc1ccc(OCC)c(NC(=O)c2cccc(-n3cnnn3)c2)c1
188,CSc1nnc(N)n1CC(=O)Nc1ccccc1C
189,O=C(Cn1ccnc1)Nc1ccc(C(=O)NC2CC2)c(Cl)c1
190,CC(C)CCN1C(=O)CCC2CN(Cc3cnnn3C)CCC21
191,COc1ccc2c(c1)N(C(=O)Cn1c(C)c(C)sc1=O)CC2
192,CCCn1nc(-c2ccc(OC)c(C)c2)cc(N)c1=O
193,CCCC1CN(C(=O)CC2Oc3ccccc3NC2=O)CCO1
194,CCOCc1cc(C(=O)N2CC(C)(C)C(C)(O)C2)ccc1OC
195,COc1ccccc1NC(=O)N1CCc2nnc(Cn3cccn3)n2CC1
196,O=C(c1c[nH]nc1C1CCCCC1)N1CCC(C(F)(F)F)CC1
197,CC(=O)N1CCc2cc(C(=O)Nc3cc4c(cc3C)OCO4)ccc21
198,CCOc1ccc(SCC(=O)Nc2cccc(-n3cnnc3)c2)cc1
199,Clc1ccc(Oc2ncccc2CNc2ncccn2)c(Cl)c1
200,Cc1ccc(C)c(SCc2c(CO)nnn2CCCO)c1
201,O=C(NCc1cccc(Cl)c1)NCC(O)COc1ccc(F)cc1
202,CC(C)CC1COCCN1CC(=O)Nc1nc2ccc(F)cn2n1
203,COc1ccccc1C(=O)Nc1ccc(N2CCCC2)nc1
204,N#Cc1cccc(NC(=O)c2c[nH]c3c(F)cccc3c2=O)c1
205,O=C(NCc1nccs1)N(Cc1ccccc1)CC(F)F
206,O=C(COc1ccc(Cl)cc1)N1CCOCC1
207,Cc1nn(C)c(C)c1OCCOc1ccc(CC#N)cc1
208,CCOc1ccc(-c2ccc(OC)c3nc(N)nn23)cc1
209,CC1COCC(C)N1CCSc1ccccc1Cl
210,CCOc1cc(C(=O)N2CCC(O)(C(F)(F)F)CC2)ccn1
211,CCN(CC(=O)Nc1cccc(NC(C)=O)c1)c1ccc(F)cc1
212,O=C(CO)N1CCN(C(=O)Cc2coc3ccc(F)cc23)CC1
213,O=C(Nc1ccc(Cl)cc1F)c1cncn1-c1ccccc1
214,CC1CN(CC(=O)Nc2nncs2)c2ccccc2S1
215,O=C(CCCN1C(=O)COc2ccccc21)Nc1ccccn1
216,CCN(CC)C(=O)c1ccc(C(=O)NC(C)Cn2cncn2)cc1
217,Cc1ccc(NC(=O)CNc2ccc(C(N)=O)c(Cl)c2)cc1
218,C=CCNC(=O)Cc1cc(OC)ccc1Br
219,CC(C)C(NC(=O)c1ccccc1)C(=O)Nc1ccc(C(N)=O)cc1
220,Fc1ccc(C2NCCc3c(F)ccc(F)c32)nc1
221,Cn1nnnc1SCCC(=O)Nc1ncc(Cl)cc1Cl
222,O=C(CCCn1cccn1)Nc1nnc(-c2ccccn2)[nH]1
223,NC(=O)Nc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1
224,Cc1csc(NC(=O)c2cn(C)c3ccccc23)n1
225,COc1cccc(CN(C)C(=O)CNc2cc(C)ccc2F)c1
226,Cc1ccc(-c2noc(C(C)NC(=O)OC(C)(C)C)n2)cc1
227,CC(C)C(=O)N1CCc2[nH]nc(C(=O)N3CCCCCC3)c2C1
228,O=C(NCC1CCOC1)c1cncn1-c1ccccc1
229,Nc1cccc(CC(C(=O)NC2CC2)c2ccc(Cl)cc2)c1
230,CS(=O)c1ccc(C(=O)NCCCn2ncccc2=O)cc1
231,O=c1cc(N2CCOCC2)[nH]c(=O)n1-c1ccc(Cl)cc1
232,Cc1c(NC(=O)CCc2ccccc2)cccc1C(N)=O
233,CCN1CCN(C(=O)C2CCCCC2)C(C(=O)NCC(F)(F)F)C1
234,Cn1ncn(-c2ccc(F)c(Cl)c2)c(=O)c1=O
235,O=C(Nc1cccc(CO)c1)c1ccc2c(c1)CCCC2
236,Cc1ccc(CCNC(=O)C2CCC(=O)NC2)c(C)c1
237,COc1ccc(NC(=O)NC2COc3ccccc3C2)cn1
238,CC(NCCc1nccs1)c1ccc(F)c(F)c1
239,CCN(CC)C(=O)C1(NCc2csc(-c3ncccn3)n2)CCCC1
240,CCc1ncc2c(n1)CN(C(=O)C(C)(NC(C)=O)C1CCCC1)C2
241,c1cnc2c(c1)Nc1nnc(CN3CCOCC3)n1-c1ccccc1-2
242,CC(C)c1cc(NC(=O)C2CCCN(C(=O)N(C)C)C2)on1
243,CCN1CC(C(=O)N(C)CCCOc2ccccc2)CC1=O
244,Cn1cc(CC2CCN(C(=O)c3ccc4ccccc4c3)C2)cn1
245,CC1CCCCN1C(=O)CN1CCc2cc(F)ccc2C1
246,CC(=O)Nc1nc2ccc(NC(=O)CC3C=CCC3)cc2s1
247,CC(=O)Nc1ccc(-c2nc3ccccc3o2)cc1
248,CC(C)(C)c1ncc2c(n1)CN(C(=O)c1ccc(-n3cccc3)cc1)C2
249,O=C(c1ccccc1F)N1CCN(C(=O)C2CC2)CC1
250,CNC(=O)NC(C)(C)C(=O)NCCCc1cccc(F)c1
251,Cc1ccccc1C1(CNC(=O)c2ccn(C)c(=O)c2)CC1
252,O=C(Nc1ccccc1C(=O)NCCCCO)OC1CCCC1
253,O=C(Nc1ccc(Oc2cccnc2)nc1)c1ccc[nH]1
254,CCCn1c(=O)n(CC(=O)Nc2c(C)n[nH]c2C)c2ccccc21
255,COc1ccc(C)cc1NC(=O)c1cnc2n(c1=O)CCS2
256,Cc1ccc(C)c(NCC(=O)NC2CCOCC2)c1
257,O=C(Nc1ccc2c(c1)COC2)c1cccc2c1NCCC2
258,CC1CCCC(NC(=O)NCC2CN3CCCCC3CO2)C1C
259,CCCCc1nc(CN2CCN(CC(N)=O)CC2)no1
260,N#Cc1cccc(Cc2cnc(NC(=O)Nc3ccncc3)s2)c1
261,CCNC(=O)CN(CC)C(=O)c1ncn(-c2ccccc2)n1
262,Cc1cc(C)cc(CCNC(=O)NCCC(=O)NC(C)C)c1
263,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccnc1
264,CCCNC(=O)c1csc(Nc2ccc(OC)cc2)n1
265,Cc1ccc(OCCn2c(=O)oc3ccc(N)cc32)c(C)c1
266,Cc1occc(=O)c1OCc1noc(-c2ccoc2)n1
267,CCOc1cccc(C(C)NC(=O)c2ccc(=O)n(C)n2)c1
268,CC(=O)Nc1ccc(C)n(CC(=O)NCc2ccc(C)o2)c1=O
269,Cc1cc(C2NC(=O)c3n[nH]c(C)c3N2)cc(C)c1OC(F)F
270,CC(C)Cc1ncc(CNC(=O)N2CCCCCC2)s1
271,CCOCCNC(=O)N1CCC(CSc2ncccn2)CC1
272,NC1C(=O)Nc2cc(Sc3ncn[nH]3)ccc21
273,CCN(CC)C(=O)NCc1ccccc1N1CCCC1=O
274,CC(NC(=O)CSc1ccncc1)c1ccc(-n2ccnc2)cc1
275,CC(=O)Nc1cc(NC(=O)c2ccccn2)ccc1Cl
276,Cc1nc(NC(=O)c2cc3cc(Br)ccc3[nH]2)sc1C
277,COc1ccccc1C(=O)Nc1cnn(CC2CC2)c1
278,COc1ccc(C2NCCc3ccc(F)cc32)cc1OC
279,CC(C)c1ccc(N2CCN(CC(=O)N3CCCC3)C2=O)cc1
280,CC(C)C(=O)Nc1ccc(NS(=O)(=O)N(C)C)cc1
281,O=C(CCc1ccccc1)NCC(=O)N1CCOCC1C1CC1
282,CNC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N(C)C
283,CC(C)CN(CC(F)(F)F)C(=O)c1cc[nH]n1
284,Cc1cccnc1CNC(=O)c1cccc(-c2ccoc2)c1
285,Cn1cc(C(=O)Nc2ccccc2-n2ccnc2)c(C(C)(C)C)n1
286,Cc1ccc(OCC(=O)N(C)Cc2noc(C)n2)cc1
287,CC(NC(=O)c1n[nH]c2ccccc12)c1ccccc1
288,Cc1nc(CN(C)C(=O)CSc2ccncc2)cs1
289,CC(C(=O)Nc1ccc(N2CCCC2=O)cc1)N1CCCc2ccccc21
290,Cc1cc(C)n2cc(CN3CCn4c(nnc4C4CC4)C3)nc2n1
291,Cc1cc(N(CCO)CCO)n2c(nc3ccccc32)c1C#N
292,O=C(NCCc1nc2ccccc2[nH]1)Nc1cccc2cccnc12
293,COc1cc2c(OC)cc(C(=O)NCCCO)cc2c(OC)c1OC
294,CC1CCC(NC(=O)Cc2csc(NC(=O)C(C)C)n2)CC1
295,CC(C)(C)NC(=O)NCCC(=O)N1CCCc2ccccc21
296,CCc1c(C(=O)NCc2ccnn2C)cnn1Cc1ccccc1
297,O=C(NCCc1ccco1)c1cc(COc2cccc(F)c2)[nH]n1
298,Cc1cc(C)n2nc(CC(=O)Nc3cccc(-n4ccnc4)c3)nc2n1
299,CCn1nc(C)cc1C(=O)Nc1ccccc1C(=O)N1CCOCC1
300,COc1ccc2[nH]cc(C(=O)Nc3cccc(C)n3)c(=O)c2c1
301,CCCNC(=O)CCNC(=O)NCC1CCC(C)(C)CC1
302,COc1c(NC(=O)Cc2c[nH]c3ccccc23)c(C)nn1C
303,CCOc1c(Cl)cccc1NC(=O)c1n[nH]c2ccccc12
304,CC(C)NC(=O)NCC(c1ccccc1)N1CCOCC1
305,Cc1csc(CNC(C)c2cccc(F)c2)n1
306,O=C(Cc1ccc(F)cc1)NC(C(=O)Nc1cc[nH]n1)c1ccccc1
307,CC(C)(C)CCNC(=O)c1cc(-c2cccnc2)on1
308,Cc1cnn(CCC(=O)NCc2ccccc2OCc2ccccc2)c1
309,Cc1cc(C(=O)Nc2nc3c(s2)CN(CC(C)C)CC3)nn1C
310,CNC(=O)CCC(C#N)c1cc(OC)ccc1OC
311,COc1cccc(Nc2cnn(CC(=O)N(C)C)c2)c1
312,CCC(CC)CNC(=O)Nc1nnc(C(F)(F)F)s1
313,Cc1ccc(N2CC(C(=O)Nc3nc(C(N)=O)cs3)CC2=O)cc1
314,CNC(=O)CN(C(=O)c1snnc1C)C(C)C
315,O=S(=O)(NCc1ccc(Cn2cncn2)cc1)N1CCCCC1
316,CCc1onc(C)c1NC(=O)N1CCc2c(F)ccc(F)c2C1
317,COCC(=O)N1c2ccccc2CC1C(=O)NCCc1ccccc1
318,N#Cc1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1
319,O=C(NCC1CN2CCCCC2CO1)c1cccc(-c2ccoc2)c1
320,CC(Oc1cccc(C#N)c1)C(=O)Nc1cccc2c1OCCO2
321,CC(C)C(=O)N(Cc1cccnc1)c1ccc(Br)cc1
322,CCOc1ccc(Cl)cc1NC(=O)c1cccc(NC(C)=O)c1
323,CCn1ccc(C(=O)Nc2nc(-c3ccc4c(c3)OCCO4)cs2)n1
324,CN(CCCOc1ccc(F)cc1)C(=O)NCc1ccncc1
325,CC(=O)N1CCN(C(=O)c2coc(NC(=O)c3ccco3)n2)CC1
326,Cc1ccc(C(NC(=O)NCC2(O)CCOCC2)C2CC2)cc1
327,Cc1ccc(CN(C)C(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)o1
328,CNC(=O)C(C)NC(=O)NC1CCC(C)(C)c2ccccc21
329,Cc1cccc(CNC(=O)CN(C)c2ncnc3[nH]cnc23)c1C
330,CCCNC(=O)CNC(=O)NC(C)c1ccc(OC)c(F)c1
331,CC(C)c1nnc(NC(=O)Nc2ccc(Cl)cc2)s1
332,CN(CCNC(=O)NCC1CN2CCCCC2CO1)c1ccccc1
333,CC(C1CC1)N(C)C(=O)NCc1ccnc(OC(C)(C)C)c1
334,Cc1cc(CN2CCN(C(=O)c3cn4c(C)cccc4n3)CC2)on1
335,CCN(c1ccccc1)c1ncnc(N2CCCCC2C)c1N
336,Cc1cc(C)c(C)c(C(O)CCCC(=O)NC(C)(C)C)c1C
337,Fc1ccc(-n2cnnn2)cc1NCC1CC2C=CC1C2
338,CCc1nc(NCc2ccccc2OC)cc(OC)n1
339,Cc1ccc2cc(C(=O)NCc3cc(C(C)C)no3)c(C)nc2c1
340,CC1CCCN(C(=O)Cn2c(N)nc3cc(F)c(F)cc32)C1
341,COc1cc2c(cc1F)CCNC2c1ccc(F)cc1
342,COc1ccccc1CN(CCO)C(=O)Nc1c(F)cccc1F
343,CCn1nc(C)c(CNC(=O)c2nn(C)c(=O)c3ccccc23)c1C
344,Cc1nc2ncccc2cc1C(=O)N1CCN(Cc2ccccn2)CC1
345,O=C(Nc1nc(-c2ccc3c(c2)CCC3)cs1)c1cc[nH]n1
346,CCN(CCNC(=O)Nc1nccs1)C(=O)OC(C)(C)C
347,CC(C)n1nccc1NC(=O)CN1CCN(CC(F)F)CC1
348,CC(C)CN(C(=O)C1CNC(=O)N1)C1CCCCC1
349,CCc1cc(C2CCCN2C(=O)c2c(F)cccc2Cl)on1
350,Cc1cc(C(=O)N2CCC(CCn3cccn3)CC2)no1
351,COCc1cc(C(=O)NCC2(c3ccc(F)cc3F)CC2)ccc1F
352,Cn1c(=O)n(C)c2cc(C(=O)NC(C)(C)C#N)ccc21
353,Cc1cccc(OCc2nnc(SCC(=O)NC3CC3)o2)c1
354,Cn1c(=O)c(CN2CCOC3CCCCC32)nc2ccccc21
355,CCn1ncc2c(C(=O)NCC(C)C)cc(-c3cnn(C)c3)nc21
356,CC(=O)Nc1ccc(F)c(C(=O)NCCN2CCOCC2)c1
357,Cc1nc(-c2ccncc2)ncc1C(C)NC(=O)Cn1cccn1
358,COc1cccc(C(=O)N2CCN(C(=O)OC(C)(C)C)C(C)C2)c1
359,Cc1cc(C(=O)NC2(C)Cc3ccccc3C2)c2c(C)noc2n1
360,Cc1ccccc1NC(=O)NCCC(=O)NCc1ccccn1
