,smiles
161,CC(=O)NCC1CN(CC(=O)N(c2cnn(C)c2)C2CC2)CCO1
162,CC1CCCN(C(=O)COc2ncnc3sc4c(c23)CCC4)C1
163,Cc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1-n1cnnn1
164,CC1(C)CCN(S(=O)(=O)c2cccc(N)c2)CC1
165,NC(=O)c1ccn(-c2ccccc2NCc2cccc3cccnc23)n1
166,CC(C)c1nc(-c2ccc(-c3ccn[nH]3)cc2)no1
167,COCC(NC(=O)c1[nH]c2ccc(F)cc2c1C)C(N)=O
168,Cc1ccsc1C(=O)NCc1ccccc1-n1cncn1
169,Cn1cc(NC(=O)CCCc2nc3ccccc3c(=O)n2C)cn1
170,COC(=O)c1cc(-c2ccc(O)c3ncccc23)nn1CCO
171,Cc1nc(CN2CCN(Cc3cnc(C(C)(C)C)s3)CC2)oc1C
172,Cc1nc(CCNC(=O)N2CCOC(C(=O)NC3CCCC3)C2)cs1
173,CCOc1cc(CCC(=O)N(CC)CC)cc(N)c1O
174,COCc1ccccc1CNC(=O)CN1CCOC(C)(C)C1
175,CC(C)(CNC(=O)c1sccc1C1CC1)c1ccncc1
176,N#Cc1nnn(-c2ccc(O)cc2)c1-c1ccc(Cl)c(Cl)c1
177,Cc1ccc(C(=O)Nc2nc(-c3cccnc3)cs2)c(O)c1C
178,N#Cc1ccccc1Cc1c(C#N)ncnc1C(F)(F)F
179,Cc1nc(C)c(C(=O)N(C)c2ncc(Cl)cc2Cl)o1
180,NS(=O)(=O)c1ccc(OCCNC(=O)c2ccoc2)cc1
181,CC(CC#N)N(C)Cc1cccc(OCc2cccc(F)c2)c1
182,Cc1ncc(CNC(=O)Nc2ccn(Cc3ccncc3)n2)s1
183,CCCC(=O)Nc1cnc(N2CCOCC2)nc1
184,O=C(Nc1ccc(-n2cncn2)nc1)C1COc2ccc(F)cc2C1
185,Cc1csc(NC(=O)N2CCc3cc(F)ccc3C2)n1
186,CCCC(=O)NCC(=O)Nc1ccc(C(=O)NC(C)(C)CC)cc1C
187,COc1ccc(C(C)=O)cc1CC(=O)NCc1cccc(F)c1
188,CCC(=O)NCCc1ccc2c(c1)CC(C)N2C(C)=O
189,CC(C)c1cc(C(=O)NCC#CCN2CCOCC2)n[nH]1
190,COc1cccc(C2NCCc3cc(F)c(O)cc32)n1
191,COc1ccccc1CNC(=O)Cn1nc(C)nc1-c1ccccc1
192,COc1cc(NC(C)c2ccc3c(c2)CCC(=O)N3)ncn1
193,CCCNC(=O)CN1CCN(c2cccc(C)c2C)C1=O
194,O=C(Nc1ccccn1)NC1CCc2cc(F)ccc21
195,CC(C(=O)NCCc1ccc(Cl)cc1)N1CCn2c(nn(C)c2=O)C1
196,CCOC(=O)CCNc1cccc(OC(F)F)c1
197,O=C(c1ccc(O)cc1)N1CCCN(C(=O)c2cccs2)CC1
198,COC(=O)c1c(NC(=O)C(C)C)sc(C)c1C
199,C#CCN1CCN(C(=O)NCc2cc(CC)no2)CC1
200,Cc1ccc(CCNC(=O)NCC(=O)N(C)Cc2cnn(C)c2)cc1
201,CCN(C(=O)c1cccc(Cn2cccn2)c1)c1c(C)noc1C
202,Cc1cc(C)c(NC(=O)CN(C)C(=O)Cc2cccc(F)c2)c(C)c1
203,CC1CCCCN1C(=O)C1CCN(c2ccc3nncn3n2)CC1
204,Cc1ccc(Oc2ccc(NC(=O)c3cn4cccnc4n3)cc2)cc1
205,Cc1ccsc1C(=O)OC(C)c1ccc2c(c1)OCCO2
206,O=C(c1cn2cccnc2n1)N1CCc2sccc2C1
207,Cc1cccc(NC(=O)N2CCC(n3cc(C)cn3)CC2)c1
208,Cc1noc(C)c1CN(C)C(=O)c1ccc(F)cc1O
209,C=CCN(C(=O)c1nn(C)c2ccc(Cl)cc2c1=O)C(C)C
210,COc1cc(F)ccc1NC(=O)c1cnc(-c2cnn(C)c2)s1
211,CC(=O)c1ccc(S(=O)(=O)Nc2cc(F)ccc2C)cc1
212,CCn1nnc2c(N3CCN(c4ccccc4)CC3)ncnc21
213,CCOC(=O)N1CCN(C(=O)c2cnc(C)cn2)CC1
214,COc1ccc(Cl)cc1NC(=O)c1ccnc(OC2CCC2)c1
215,COCCCn1ccc(Nc2ccnc(C(F)(F)F)n2)n1
216,COc1cc(NC(=O)c2ncoc2C2CCCO2)cc(OC)c1
217,Cc1noc(C)c1CN(C)C(=O)Nc1cccnc1-n1cncn1
218,CCN(CC)c1cccc(C(=O)Nc2cccc(NC(C)=O)c2C)c1
219,O=C(Nc1cnn(Cc2ccccc2)c1)C1CCCO1
220,COc1ccc(Cl)cc1C(=O)COC(=O)c1ccccn1
221,NC(=O)CSc1nnc(Cc2cccs2)n1C1CC1
222,CCc1cnc(CN(C)C(=O)NCc2ccnn2C)s1
223,c1csc(C2CCCN2c2nc3nonc3nc2N2CCCC2)c1
224,O=C(CCNC(=O)c1cnccn1)OCc1ccc(F)cc1
225,CC(O)c1cccc(NC(=O)N2CCC(Oc3cccnc3)CC2)c1
226,O=C(NCC1(c2ccc3c(c2)OCO3)CCOCC1)c1cccnc1
227,COC(=O)c1cc(S(=O)(=O)Nc2ccccc2C)cn1C
228,O=C1CCCCN1c1ccc(S(=O)(=O)NCCc2ccco2)cc1
229,Cn1cc(Br)c(=O)c(NC(=O)C2CCOCC2)c1
230,COc1ccc(CNC(=O)c2cc(C)ccc2N2CCCC2=O)cc1
231,CN(CCc1noc(C2CC2)n1)C(=O)C(C)(C)c1cccc(F)c1
232,CCNC(=O)c1cc(S(=O)(=O)NC2CCCC2)c(C)s1
233,C#CCOCCC(=O)Nc1ccc2nc(-c3ccc(C)cc3)[nH]c2c1
234,CS(=O)(=O)NCC1CCN(C(=O)NC2CCCC2)CC1
235,CC(C)NC(=O)N1CCC(NC(=O)c2cc3cccnn3n2)CC1
236,O=C(c1ccccc1-n1cccn1)N1CCCC1c1ccc[nH]1
237,Cc1csc(CNC(C)(C)c2nc(C)c(C)s2)n1
238,O=C(NCCNc1ncccn1)c1cnn2c1OCCC2
239,CN(C)c1nc(N)nc(COc2ccc(S(N)(=O)=O)cc2)n1
240,COc1ccc(C(=O)Nc2ccccc2)cc1S(=O)(=O)N(C)C
241,O=C(CC1CCCC1)OCc1nccn1Cc1ccccc1
242,CN1CCN(C(=O)CC2CSc3nc4c(c(=O)n32)CCCC4)CC1
243,O=C(Nc1ccc(-c2cn3ccsc3n2)cc1)C1CCOC1
244,CC(C)OC(=O)CNC(=O)Nc1ccccc1Cl
245,Cc1nc(C(=O)N2Cc3cnn(Cc4ccc(F)cc4)c3C2)cs1
246,COc1cccc(CN(C)C(=O)CCN2CCOC2=O)c1
247,CCc1nsc(N2CCCN(C(=O)Nc3cnccc3C)CC2)n1
248,c1cnc2c(-c3ccc4nc(C5CC5)[nH]c4c3)cnn2c1
249,CCCn1nc(C)c(C(=O)Nc2cccc(C)c2)c1C
250,CN(C)c1cccc(OS(=O)(=O)c2ccc(Cl)cc2C#N)c1
251,CC(CNC(=O)c1cccc(OCC(N)=O)c1)Cn1cccn1
252,CCn1nc(-c2ccccc2OC)cc(C(C)=O)c1=O
253,CC(C)c1nc(C(C)NC(=O)c2cc3ccccn3c2)cs1
254,COC(=O)Nc1nc(CC(=O)Nc2cccc(C)n2)cs1
255,CC(=O)c1cc2c(cc1NC(=O)CSc1ccccc1)OCO2
256,COCCc1nnc(NC(=O)c2c(-c3ccccc3)noc2C)s1
257,C=CCSc1nc2sc(C)c(C)c2c(=O)n1C
258,Cc1nc(CNCC(O)c2ccccc2Cl)sc1C
259,CC(C)(C)NS(=O)(=O)c1cccc(NS(=O)(=O)C(C)(C)C)c1
260,COc1ccc(CN2C(=O)C(O)(c3ccccc3)c3ccccc32)cc1
261,Cc1cnn(CCC(=O)N2CCN(c3ncc(Cl)cc3F)CC2)c1
262,O=C(CCc1cccnc1)Nc1nc(-c2ccc3c(c2)CCO3)cs1
263,CCOc1ccc(S(=O)(=O)N(C)c2ccc(Cl)cn2)cc1
264,CCC1CCCN(C(=O)c2cccn2C)C1CO
265,CC(C)C(=O)N1CCC2(CC1)N=C(c1cccc(F)c1)C(=O)N2
266,Cc1ccccc1N1CCN(C(=O)c2cnc3ccccn3c2=O)CC1
267,CC(NCc1cc(=O)n2nccc2[nH]1)c1ccc(NC(=O)C2CC2)cc1
268,N#Cc1ccc(CNC(=O)N2CC(Oc3ccc(C#N)cc3)C2)cc1
269,O=C(CC1C=CCC1)N1CCN(C(=O)c2ccoc2)CC1
270,Cc1cc(C)cc(OCCN(C)S(=O)(=O)c2cnn(C)c2)c1
271,Cc1cnc(C(=O)N(C)CC(O)C2CC2)c2cccc(N)c12
272,CC(=O)Nc1cccc(C(C)OC(=O)C(C)NC(=O)c2ccoc2)c1
273,Cc1cccnc1NC(=O)Cn1nnc(-c2ccc(C(C)C)cc2)n1
274,Cc1noc(C)c1CN1Nc2cccc(-c3ccccc3)c2OCC1=O
275,CC(C)(C)c1nnc(CNc2cccc(F)c2F)o1
276,CCC1=C(C(=O)OC)C(c2ccc(OC)cc2)NC(=O)N1
277,O=C(c1c[nH]c(=O)[nH]c1=O)N1CCCc2ccccc21
278,COc1ccc(-c2c(C#N)nnn2Cc2ccc(F)cc2)cc1
279,COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3C)cc1
280,CNC(=O)c1ccsc1NC(=O)c1nn(C)c2ccccc12
281,CCc1ccc(S(=O)(=O)N(CC2CCOC2)C2CC2)s1
282,CCOCC(=O)N1CCN(c2ccc(F)cc2)C(=O)C1C
283,Cc1cccc(C)c1NC(=O)CCNC(=O)C(C)C1CC1
284,O=C(Nc1c(F)cccc1F)N1CCCN(c2nccs2)CC1
285,CC(=O)c1cccc(NS(=O)(=O)c2c(C)noc2C)c1
286,Cc1cc2c(=O)n(Cc3nccc(N)n3)cnc2s1
287,COc1ccccc1-c1noc(CSc2ccncc2)n1
288,O=C(Nc1ccccc1OC(F)(F)F)N1CCC(O)CC1
289,COc1ccc(C)cc1N1CC(C(=O)NCC(C)C)CC1=O
290,O=C(NCCS(=O)(=O)N1CCc2ccccc21)c1csnn1
291,CCC(C(=O)N1CCC(c2cc(=O)[nH]c(C)n2)CC1)n1cccn1
292,CNS(=O)(=O)CC(=O)NCc1ccc(C(=O)NC2CC2)cc1
293,COc1ccc(-c2noc(CCC(=O)Nc3cccc(F)c3)n2)cc1
294,O=c1cc(Cc2ccc(O)cc2)oc2c(F)c(O)cc(O)c12
295,CCn1nc(C)cc1C(=O)NCC(=O)Nc1ccc(F)cc1C
296,COc1ccccc1-n1cnnc1SCC#N
297,Cc1sc2nc(SCCn3c(=O)oc4cccnc43)nc(N)c2c1C
298,CCC(C)C(NC(=O)Nc1cnn(-c2ccccn2)c1)C(N)=O
299,COC(=O)CN1C(=O)COc2c(OC)cc(CO)cc21
300,COc1ccc(C(=O)OCC(=O)Nc2cc(Cl)ccc2C)cc1N
301,Cc1ccn(Cc2nncn2-c2ccccc2)c(=O)c1C#N
302,CSc1cccc(NC(=O)COc2ccc(F)c(F)c2)c1
303,Nc1cccc2c(C(=O)Nc3ccc(F)cc3)nccc12
304,Cc1ccc(F)c(OCc2nc(-c3ccco3)no2)c1
305,Cc1ccc(C(=O)Nc2nc(C)c(C(=O)OCC(N)=O)s2)cc1C
306,CCCNC(=O)c1cccc(NC(=O)c2ccc(OC)c(OC)c2)c1
307,COc1ccc(NC(=O)CSc2nncn2N)cc1
308,Cc1cnc(=O)n(CC(=O)Nc2c(C)cccc2C)c1
309,CCN(CC(=O)OC)S(=O)(=O)c1ccc(C)cc1C
310,Cc1cc(CCNC(=O)Cn2ccc3ccccc3c2=O)on1
311,CC(CN1CCOCC1)NS(=O)(=O)c1cn[nH]c1
312,CCN(C(=O)CCCc1cccs1)C1CCOCC1
313,CC(C)CNC(=O)C(c1ccccc1)S(=O)(=O)c1ccccc1
314,Cc1cnc(CN2CCN(c3nc(C)cs3)CC2)cn1
315,CC(O)c1ccc(C(=O)N2CCN(c3ccccc3Cl)CC2)cc1
316,O=S(=O)(c1ccc2c(c1)CCO2)N(Cc1ccco1)C1CC1
317,Cc1c(CN(C)Cc2nc(-c3ccncc3)no2)cnn1C
318,N#Cc1cc(Cl)ccc1N1CCC(NC(=O)c2ccoc2)CC1
319,O=S(=O)(NCCc1ccc(O)cc1)C1CCCCC1
320,CC(=O)c1cccc(NC(=O)c2ccc(F)cc2Cl)c1
321,CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1OCC
322,CNC(=O)NCCC12CC3CC(CC(C3)C1)C2
323,CC(Sc1nccn1C)C(=O)Nc1ccc(C#N)cc1
324,CCOc1cccc(NC(=O)COc2ccccc2OC)c1
325,O=C1NC(c2cnc(CO)s2)Nc2cc(Cl)ccc21
326,O=c1[nH]cnc2c1CCN(Cc1cncs1)C2
327,CC(C)CC(NC(=O)c1cc(C(N)=O)cs1)c1ccc(Cl)cc1
328,O=C(CC1NC(=O)c2ccccc21)Nc1ccc(-c2ccno2)cc1
329,Cc1ccc(NC(=O)NCc2noc(-c3ccsc3)n2)cc1F
330,COCCN1CC(C(=O)N(C)c2cccc(C(F)(F)F)c2)CC1=O
331,N#Cc1ccccc1COC(=O)Cc1csc(-c2nc[nH]n2)n1
332,CC(O)(CNC(=O)Cc1ccc(F)cc1F)c1cccs1
333,COc1ccc(NC(=O)CNc2ccc(C#N)cc2)c(OC)c1
334,CCc1cnc(C(C)NC(=O)Nc2cccnc2-n2cncn2)s1
335,O=C(OCC(=O)C1CC1)c1ccccc1S(=O)(=O)N1CCCC1
336,COc1ccc2c(CNc3ccc(C)c(-n4cnnn4)c3)cc(=O)oc2c1
337,CCCc1cc(C(=O)OC(C)c2nc(C)no2)sc1C
338,C=CCn1nnc(NC(=O)c2ccc(OCC)c(OCC)c2)n1
339,Cc1ccccc1-n1nnc(-c2nc(-c3ccccc3)no2)c1N
340,Cc1cc(C)n(-c2cc(-c3ccc(S(C)(=O)=O)c(O)c3)ncn2)n1
341,COc1ccnc(N2CCCC(c3cc(=O)[nH]c(C)n3)C2)n1
342,CN(Cc1ccc2c(c1)OCO2)C(=O)c1cccc(N2CCCC2=O)c1
343,Cc1ccc(-n2nc(CC#N)c(=O)cc2C)cc1
344,O=C(c1cscn1)N1CC2COCC2(COCc2ccncc2)C1
345,CCc1cc(=O)[nH]c(-c2ccc(C(F)(F)F)cc2)n1
346,Cc1nc(C(=O)N2CCN(Cc3cccc4ccccc34)CC2)cs1
347,CCC(=O)N1CCCN(C(=O)c2cnccn2)CC1
348,Cc1ccc(NC(=O)C(C)S(=O)(=O)c2ccccc2)cc1F
349,CCOc1ccccc1NC(=O)CNC(=O)C1CC1C
350,CN(C(=O)c1cccs1)C1CCN(c2ccc(F)cc2)CC1
351,N#Cc1nncn1-c1ncnc2sc3c(c12)CCCC3
352,CCn1nc(C(=O)Nc2ccc(C)c(Cl)c2)cc1C
353,CC(C)(C)OC(=O)N1CCc2nccc(N)c2C1
354,CCCc1c(CO)nnn1CCOc1ccc(Cl)cc1
355,CCOC(=O)Cc1csc(NC(=O)c2ccccn2)n1
356,Cc1sc(=O)n(CC(=O)N2CC(C)OC(C)C2)c1C
357,CC(C)c1nnc2c(N)cc(Br)cn12
358,CC(C)c1nnc(NC(=O)c2c[nH]c3cc(F)cc(F)c3c2=O)s1
359,Cc1cc(C)n(-c2ccc(C(=O)NCc3ccco3)cn2)n1
