,smiles
55,!CCc1nc2nnc(C(=O)c3ccc(Cl)cc3)c(C)n2n1~~~~~~~~~~~~~~~~~~~
56,!O=C(CC1CCCC1)N1CCN(c2nc3ccccc3o2)CC1~O~~~~~~~~~~~~~~~~~
57,!CC(C)(C)OC(=O)N1CCN(CCc2cccnc2)CC1~O~~~~~~~~1~~~~~~~~~~
58,!CCOCc1ccccc1NC(=O)N1CCOCC1CC(C)C~~~~~~~~~~~~~~~~~~~~~~~
59,!CC(=O)N1CCCc2cc(NCc3cn(C)nc3C)ccc21~~~~~~~~~~~~~~~~~~~~
60,!CN(C)c1cccc(OS(=O)(=O)c2ccc(Cl)cc2C#N)c1~~~~~~~~~~~~~~~~
61,!CCc1ccc(C(=O)N2CCCC2C(=O)NCc2ccco2)o1~~~~~~~~~~~~~~~~~~
62,!Cc1c(-c2ccccc2Cl)[nH]c(=O)c(C#N)c1C~O~CO~~~~~~~~~o1~~~~~~~~
63,!Cc1cnn(CCC(=O)Nc2cccc(-c3ccc4c(c3)OCO4)n2)c1~~~~~~~~~~~
64,!CC(C)c1ccc(N2CCN(CC(=O)N3CCCC3)C2=O)cc1~~~~~~~~~~~~~~~~
65,!N#Cc1cccc(NC(=O)c2cc3cc(F)ccc3[nH]2)c1~~c1cC1~~~~~~~~~~~~~
66,!O=C(COc1cccc(Cl)c1)Nc1ccc2[nH]c(=O)[nH]c2c1~~~~~~~~~~~~~~~~~~~
67,!COc1cc(OC)nc(-c2ccc(-n3cncn3)cc2)n1~~C#N~~~~~~~~~~~~~~~
68,!CCCNC(=O)c1cccc(NC(=O)c2ccc(OC)c(OC)c2)c1~~~~~~~~~~~)~~
69,!CCn1nc(C(=O)N2CCCC2c2ccncc2)ccc1=O~cc~~~c[nH]1~~~~~~~~~~~~
70,!Cc1ccc(C(=O)N2CCOCC2)cc1NC(=O)CCc1ccccc1~~~~~~~~1~~~~~~
71,!COCCCCCNC(=O)N1CCOC(c2ccc(F)c(F)c2)C1~~~~~~~~~~~~~~~~~~
72,!Cc1cc(Cl)ccc1N(C)C(=O)CCCO~~C(C)C~~on)C1~~~~~~~~~~~~~~~~
73,!CCC(=O)N1CCc2cc(C(=O)N(C)C3CCCCC3)ccc21~C~~~~~~~~~~~~~~
74,!N#Cc1cc(Cl)ccc1N1CCC(NC(=O)c2ccoc2)CC1~~~~~~~~~~~~~~~~~~
75,!O=C(CCNC(=O)c1cnccn1)OCc1ccc(F)cc1~~~[nH]1~~~~~~~~~~~~~~~~
76,!COC(=O)Cn1c(CCCN2CCOCC2)nc2ccccc21~~~~~~~~~~~~~~~~~~~~~
77,!C=CCn1c(-c2ccco2)nnc1S(=O)(=O)Cc1ccccc1F~~~~~~~~~~~~~~~
78,!CN(CCc1noc(C2CC2)n1)C(=O)C(C)(C)c1cccc(F)c1~~~~~~~~~~~~
79,!CCNC(=O)c1cc(NC(=O)c2cnc(C)cn2)nc2ccccc12~~~~~~~~~~~1~~
80,!Cn1c(SCC(=O)NCc2ccc(F)cc2)nnc1C1CC1~~~~~1~~~~~~~~~~~~~~
81,!c1ccc(-c2nnc3sc(-c4cc[nH]n4)nn23)nc1~~cnc1~~~~~~~~~~~~~~~~
82,!Cc1ccc(-n2nc(C(=O)NCCO)nc2-c2ccco2)cc1~~~~~~~~~~~~~~~~~
83,!CS(=O)(=O)NC1CN(C(=O)NC2CCCCCC2)CC1C1CC1~~~~)~~~~~~~~~~
84,!CC(C)CCOc1cccc(CNC(=O)c2ccncc2)c1~~~~~~~~~~~o~~~~~~~~~~
85,!COCC(C)NC(=O)N1CCN(S(=O)(=O)c2cccnc2)CC1~~~~~~~~~~~~~~~
86,!CCOc1cc(F)ccc1NC(=O)NC1CCc2nc(CC)nn2C1~~~~~~~~~~~~~~~~~
87,!CN(Cc1ccc(F)cc1)C(=O)CCC(=O)N1CCOC(C)(C)C1~~~~~~~~~~~~C
88,!CCOC(=O)Cc1csc(NC(=O)c2ccccn2)n1~~~~~~~~~~~~~~~~~~~~~~~
89,!CCOCCOCn1c(=O)c(C#N)cn(CC)c1=O~OC~~1~~~~~~~~~~~~~~~~~~~
90,!CCCn1c(=O)n(CC(=O)Nc2c(C)n[nH]c2C)c2ccccc21~~~~~~~~~~~~1~~
91,!CC1CCCC(NC(=O)NCC2CN3CCCCC3CO2)C1C~~~~~~~~~~~~~~~~~~~~~
92,!O=C(NCc1ccccc1Oc1ccccc1)c1ccnnc1~~~~~~~~~~~~~~~~~~~~~~~
93,!Cc1cc(NC(=O)Cn2cc(N)cn2)ccc1Br~~(C)[nH]1~~~~~~~~~1~~~~~~~~~
94,!Cc1nsc(N2CCN(CCn3ccnc3C(C)C)CC2)n1~~~~~~[nH]1~~~~~~~~~~~~~
95,!Cc1nc(Cn2ccnc2-c2cnc(N3CCOCC3)s2)cs1~~~~~~~~~~~~~~~~~~~
96,!COc1cc(F)ccc1NC(=O)c1cnc(-c2cnn(C)c2)s1~~~~~~~~~~~~~1~~
97,!CC(C1CC1)N(C)C(=O)NCc1ccnc(OC(C)(C)C)c1~~1~~1~~~~~~~~~~
98,!Cc1ccc(-n2ncc3c(=O)n(CC(=O)NC4CC4)cnc32)cc1~~~~~~~~~~~~
99,!COC(=O)N1CCC(NC(=O)NCc2ccc(OC(C)C)nc2)CC1~~~~~~~~~~~~~~
100,!CC1COCC(C)N1CCSc1ccccc1Cl~c1~cccn1~~~~~~~~~~~~~~~~~~~~~~
101,!COc1cccc(C2NCCc3cc(F)c(O)cc32)n1~~ccn1~~~~~~~~~~~~~~~~~
102,!CC(O)CCN(C)S(=O)(=O)c1ccc(F)c(N)c1~~cccc1~~~~~~~~~~~~~~
103,!O=C(Nc1ccc(N2CCCC2=O)cc1)N1CCC2CCCCC2C1~O~~~~~~~~~~~~~~
104,!CNC(=O)NCCC12CC3CC(CC(C3)C1)C2~~(=O)OC~~~~~~~~~~~~~~~~~
105,!COc1ccc(NC(=O)CNc2ccc(C#N)cc2)c(OC)c1~~~~~~~~~~~~~~~~~~
106,!CN(Cc1ccc(F)cc1)C(=O)c1cc(-c2ccccc2)on1~~~~~~~~~~~~~~~~
107,!Cc1nnc(NC(=O)CSc2ccc(-c3ccno3)cc2)s1~~~~~~~~)o1~~~~~~~~
108,!CCc1nnc(NC(=O)CNC(=O)c2ccc(Cl)c(Cl)c2)s1~~~~~~~~~~~~~~~~~
109,!Cc1ccc(CN2CCC(OCC(C)C)CC2)s1~~n1~nnc1~~~~~~~~~~~~~~~~~~
110,!C=CCNC(=O)c1onc(-c2ccc(Br)cc2)c1N~~~~~~~~~~~~~~~~~~~~~~~
111,!CCn1c(SC(C)C(=O)N(C)CCC#N)nnc1-c1cccs1~~~~~~~~~~~~~~~~~
112,!Cc1cc(C)n2nc(C)c(C(=O)NCc3ccc4c(c3)OCO4)c2n1~~~~~~~~~~~
113,!CC(=O)Nc1ccc(-c2nc3ccccc3o2)cc1~~c1cccnc1~~~~~~~~~~~~~~
114,!c1ccc(Oc2cccc(NCc3cnn4cccnc34)c2)nc1~~~~~~~~~~~~~~~~~~~
115,!O=C(NC(O)C(=O)c1ccc(Cl)cc1)c1ccsc1~O~~~~~~~~~~~~~~~~~~~~
116,!O=C(c1c[nH]nc1C1CCCCC1)N1CCC(C(F)(F)F)CC1~~~~~~~~~~~~~~~~~
117,!CCN(CC)c1cccc(C(=O)Nc2cccc(NC(C)=O)c2C)c1~~~~~~~~~~~~~~
118,!COc1ccccc1C(O)CNC(=O)Nc1ccc(C(C)=O)c(C)c1~~~~~~~~~~~~~~
119,!COC(=O)C(C)n1c(C(C)C)nc2c1NCCC2~~(C)C~O~~~~~~~~~~~~~~~~
120,!Cc1nonc1NC(=O)c1cccc(-n2cnnn2)c1~ccs1~~~~~~~~~~~~~~~~~~
121,!CCN(Cc1ccsc1)C(=O)Nc1cccc(N2CCCCC2)c1~~~~~~~~~~~~~~~~~~
122,!CN(C)C(=O)CN(C)S(=O)(=O)c1ccccc1N~C(F)F~~~~~~~~~~~~~~~~
123,!CN(C(=O)CN1CCOC2CCCCC21)C1(C#N)CCCCC1~~~~~~~~~~~~~~~~~~
124,!CC(C)n1cnnc1SCc1noc2c1CCCC2~~O~~~~~[nH]1~~~~~~~~~~~~~~~~~~
125,!CC(NC(=O)c1ccc2c(c1)NC(=O)CO2)c1ccc2c(c1)CCC2~~~~~~~~~~
126,!COc1cccc(Nc2cnn(CC(=O)N(C)C)c2)c1~~(N)=O~~~~~~~~~~~~~~~
127,!Cc1cnc(C(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cn1~~~~~~~~~~~~~
128,!Cc1nn2c(CNS(=O)(=O)C(C)C)c(-c3ccccc3)nc2s1~~~~~~~~~~1~~
129,!O=C(Cc1ccc(OC(F)F)cc1)NC1CCCNC1=O~c[nH]1~~~~~~~~~~~~~~~~~~
130,!CCCCc1nc(CN2CCN(CC(N)=O)CC2)no1~=O~~~~~~~~~~~~~~~~~~~~~
131,!O=c1cc(N2CCOCC2)[nH]c(=O)n1-c1ccc(Cl)cc1~O~~~~~~~~~~~~~~~~~
132,!CCc1onc(C)c1NC(=O)N1CCc2c(F)ccc(F)c2C1~~~~~~~~~~~~~~1~~
133,!Nc1ccccc1C(=O)N1CCN(CCc2ccccc2)CC1~O~~~~~~~~~~~~~~~~~~~
134,!CCCOC(=O)C(C)Sc1cc(N2CCOCC2)ncn1~~~~~~~~~~~~~~~~~~~~~~~
135,!CC(=O)Nc1ccc(S(=O)(=O)NC(C)C(N)=O)cc1~~cccc1~~~~~~~~~~~
136,!Cc1nc(C)c(C(=O)N2CC(c3ccccc3C)CC2C)s1~~~~~~~~~~~~~~~~~~
137,!CCN(C(=O)Cc1ccc(NC(C)=O)cc1)c1ccccc1~~~~~~~~~~~~~~~~~~~
138,!COc1cc(C(C)=O)ccc1OC(C)C(=O)NC1CCC(C)CC1~~~~~~1~~~~~~~~
139,!CC(=O)Nc1ccc(C)n(CC(=O)NCc2ccc(C)o2)c1=O~~~~~~~~~~~~~~~
140,!COc1ccc(CN(C)C(=O)COc2cc(C)ccc2F)cc1F~~~~~~~~~~~~~o~~~~
141,!O=C(Nc1cccc(Cl)c1)OCC(F)(F)F~F)c1nc[nH]n1~~~~~~~~~~~~~~~~~~
142,!CNC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N(C)C~~~~~~~~~~~~~~~)~~
143,!Cc1ccc(OCC(=O)NC(C)CC(C)O)c(C)c1~~~~~on)c1~~~~~~~~~~~~~
144,!O=C(C#Cc1ccccc1)N1CCN(C(=O)c2ccccc2F)CC1~~~~~~~~~~~~~~~
145,!CN(Cc1ccc2c(c1)OCCO2)C(=O)c1ccnc(-n2ccnc2)c1~~~~~~~~~~~
146,!COc1ccc(NC(=O)c2cc(=O)c(OC)co2)c(OC)c1~~~~~~~~~~~~~~~~~
147,!CN(Cc1ccc2c(c1)OCCO2)C(=O)c1cccs1~~N~~~~~~~~~~~~~~~~~~~
148,!CCOc1ccccc1-c1nnc(SCC(=O)N2CCCC2)o1~~~~~~~~~~~~~~~~~~~~
149,!CCOC(=O)c1ccn(-c2cccc(Cl)c2)n1~~~cccn1~~~~~~~~~~~~~~~~~~
150,!Clc1cn[nH]c1-c1nn2c(Cc3ccccn3)nnc2s1~~~N~~~~~~~~~~~~~~~~~~~
151,!Cc1ccc(-n2nc(CC#N)c(=O)cc2C)cc1~~~cccc1~~~~~~~~~~~~~~~~
152,!CC(C)C(=O)N1CCc2[nH]nc(C(=O)N3CCCCCC3)c2C1~~~~~~~~~~~~~~~~
153,!COC(=O)c1n[nH]c2ccc(NC(=O)c3ccccn3)cc12~~~~[nH]1~~~~~~~~~~~~~
154,!Cc1ncsc1C(=O)N(C)CC1COc2ccccc2O1~~~~~~~~~~~~~1~~~~~~~~~
155,!Cc1nc2ncccc2cc1C(=O)N1CCN(Cc2ccccn2)CC1~~~~~~~~~~~~~~~~
156,!O=S(=O)(NCc1cccc(F)c1)c1cccc(Br)c1~~~~~~~~~o1~~~~1~~~~~~
157,!Cc1nc(SCC(=O)Nc2cccc(Cl)c2Cl)oc1C~N~#N~~~~~~~~~~~~~~~~~~~
158,!CCCC(C)C(=O)N1CCC2(CC1)Nn1ccccc1NC2=O~~~~~~~~~~~~~~~1~~
159,!Cc1ccc(C)c(N(C(C)C(N)=O)S(C)(=O)=O)c1~~~~~~~~~~~~~~~~~~
160,!Cc1ccc(C(=O)COC(=O)c2nc3nc(C)cc(C)n3n2)cc1C~~~~~~~~~1~~
161,!CC(C)(C)C(=O)N1CCC(C(=O)N2CCc3nocc3C2)CC1~O~~~~~~~~~~~~
162,!Cc1ccc(OCCN2C(=O)COc3cc(N)ccc32)c(C)c1~~~~~~~~~~~~~~~~~
163,!CCn1cc(NS(=O)(=O)c2ccc(N)cc2)cn1~~~)cn1~~~~~~~~~~~~~~~~
164,!CC1CCCCN1C(=O)C1CCN(c2ccc3nncn3n2)CC1~~~~~~~~~~~~~~~~~~
165,!CNc1ccc(C)c(NS(=O)(=O)c2ccc(OC)c(C)c2)c1~~~~~~~~~~~~~~~
166,!Cc1[nH]c2ncnn2c(=O)c1CCC(=O)Nc1ccc2ccccc2c1~~~~~~~~~~~~1~~
167,!COc1ccc(OC)c(S(=O)(=O)N(C)CCO)c1~~~(C)C~~~~~~~~~~~~~~~~
168,!CC(CC1CCCC1)C(=O)NCCCn1nc2ccccn2c1=O~~~~~~~~~~~~~~~~~~~
169,!Cc1ccc(OCC(=O)NCc2cccnc2)cc1C~)cc1C~~~~~~[nH]1~~~5~~~~~~~~
170,!Cc1cc(Br)cc2c1OCCCC2=O~~~C(=O)N2~~~~~~~~~~~~~~~~~~~~~~~~
171,!COc1ccc(C)cc1N1CC(C(=O)NCC(C)C)CC1=O~~~~~~~~~~~~~~~~~~~
172,!Cc1cc2cc(NC(=O)CSc3nnc(C)n3C)ccc2[nH]1~~~~~~~~~~~~~~~~~~~~
173,!Cc1ccc(SCC(=O)N(C(C)C)C2CCOCC2)nc1~~~~~~~~~~~~~~~~~~~~~
174,!CCCOCC1CCN(C(=O)NCc2cccc3cccnc23)C1~~~~~~~~~~~~~~~~~~~~
175,!Cc1cc(C2NC(=O)c3n[nH]c(C)c3N2)cc(C)c1OC(F)F~~~~~~~~~~~~~~~
176,!Cc1ccc(-c2nc(-c3ccsc3)no2)cc1O~C(=O)N(C)C~~~~~~~~~~~)~~
177,!O=C(c1ccccc1)N1CCC(c2nc3ccccc3[nH]2)CC1~O~~~~~~~~~~~~~~~~~
178,!CC(C)c1nnc2c(N)cc(Br)cn12~~~O~~~~~~[nH]1~~~~~~~~~~~~~~~~~~~
179,!Cn1ccc(C(=O)N2CCC(Cc3nc4ccccc4s3)CC2)n1~~~~~~~~~~~~~~~~
180,!COCCNC(=O)CCNC(=O)Nc1cccc(Cl)c1~~(C)C~~~~~~~~~~~~~~~~~~~
181,!O=C(NCC1(c2ccc(Cl)cc2)CCC1)c1ccc[nH]1~~~~~~~~~~~~~~1~~~~~~~
182,!COc1cccc(CNC(=O)N2CCC(Nc3cccnn3)CC2)n1~~~~~~~~~~~~~~~~~
183,!O=S(=O)(c1cccs1)N1CCCC(c2cnccn2)C1~O~~~~~~~~~~~~~~~~~~~
184,!COc1ccc(-n2ccc(C(=O)OCC3CCNC3)n2)cc1~~~~~~~~~~~~~~~~~~~
185,!Cc1cc(C(=O)NCC2(O)CCCCC2)c(C)n1-c1nccs1~~~~~~~~~~~~~~~~
186,!Cn1cc(C(=O)Nc2ccccc2-n2ccnc2)c(C(C)(C)C)n1~~~~~~~~~~~~~
187,!CC(C)c1cc(NC(=O)C2CCCN(C(=O)N(C)C)C2)on1~~~~~~~~~~~~~~~
188,!CNC(=O)c1ccc(NC(=O)c2csc(-c3ccsc3)n2)cc1~~~~~~~~~~~~~~~
189,!CN(Cc1ccccc1N)S(=O)(=O)c1ccccc1Cl~co1~~~~~~~~~~~~~~~~~~~
190,!COc1ccc(C(=O)NC(c2nccn2C)C(C)C)cc1F~ccc1~~~~~~~~~~~~~~~
191,!Cc1nc2nc(C)c3c(=O)n(-c4ccccc4)ccc3n2n1~~cnc1~~~~~~~~~~~
192,!COC(=O)C(C)NS(=O)(=O)Cc1ccc(F)cc1~~n1cccn1~~~~~~~~~~~~~
193,!CCOc1cc(CO)ccc1OCc1cccnc1~~cccc1~~~~~~~~~~~o1~~~~~~~~~~
194,!CC(NC(=O)N(C)C(C)C)c1ccc2c(c1)OCCCO2~~~~~~~~~~~~~~~~~~~
195,!O=C(COc1ccc2c(c1)CCC2)Nc1nnc(-c2ccccn2)o1~~~~~~~~~~~1~~
196,!Cc1cc(C)n(-c2ncc(NC(=O)C3CCCO3)cn2)n1~~~~~~~~~~~~~~~~~~
197,!O=C(CO)N1CCN(C(=O)Cc2coc3ccc(F)cc23)CC1~1~C1CC1~~~~~~~~
198,!O=C(NC1CC1)c1csc(NCc2cccs2)n1~~ccc1~~~~~~~~~~~~~~~~~~~~
199,!CC(C(=O)Nc1nc2c(s1)Cc1ccccc1-2)n1cccn1~~~~~~~~~~~~~~~~~
200,!Cc1noc(NC(=O)CCc2ccc(-c3ccccc3)o2)n1~~~~~~~~~~~~~~~~~~~
201,!CCN1CC(C(=O)N(C)CCCOc2ccccc2)CC1=O~c1cc-[nH]1~~~~~~~~~~~~~
202,!O=C(NCCS(=O)(=O)N1CCc2ccccc21)c1csnn1~~~~~~~~~~~~~~~~~~
203,!Cc1csc(NC(=O)c2ccc(N(C)C)c(F)c2)n1~~~C#N~~~~~~~~~~~~~~~
204,!O=C(CN1CCN(c2ccc3nncn3n2)CC1)Nc1nccs1~~~~~~~~~~~~~~~~~~
205,!Cn1nnc2cc(CNC(=O)C3CC(=O)N(C4CCCC4)C3)ccc21~~~~~~~~~~~1
206,!CCCC(=O)NC(CC)c1nc2ccccc2n1C~~(=O)NC1CC1~~~~~~~~~~~~~~~
207,!CC(C)NC(=O)c1cn(C2CCN(C(=O)C3CCCC3)CC2)nn1~~~~~~~~~~~~~
208,!CC(C)Oc1cncc(C(=O)OCC2CC(=O)N(C3CC3)C2)c1~~~~~~~~~~~)~~
209,!Cc1ccccc1NC(=O)c1sc2nc[nH]c(=O)c2c1C~N(C)C~~~~~~~~~~~~~~~~
210,!CC(C)CC(C(=O)N1CCCC1)N1Cc2ccccc2C1=O~=O~~~~~~~~~~~~~~~~
211,!COc1ccc2c(CNc3ccc(C)c(-n4cnnn4)c3)cc(=O)oc2c1~~~~~~~~~~
212,!Cc1cc(C)c(NC(=O)CN(C)C(=O)Cc2cccc(F)c2)c(C)c1~~~~~~~1~~
213,!COc1ccccc1C(=O)Nc1cccn(Cc2ccccc2)c1=O~~~~~~~~~~~~~~~~~~
214,!Cc1c(C(=O)N2CCCC(O)(CO)C2)sc2ccc(F)cc12~-2~~~~~~~~~~1~~
215,!CC(C)(C)OC(=O)Nc1ccc2c(c1)NC(=O)CO2~CO~#N~~~~~~~~~~~)~~
216,!CS(=O)(=O)NCC1CCN(C(=O)NC2CCCC2)CC1~O~~~~~~~~o1~~~~~~~~
217,!COc1ccc(-c2cc(CC(=O)N3CCCC3)no2)cc1~~~~~~~~~~~~~~~~~~~~
218,!COc1cc(CNC(=O)N2CCCC(NC(N)=O)C2)ccn1~~~~~~~~~~~~~~~~~~~
219,!COc1ccc(Cl)cc1C(=O)COC(=O)c1ccccn1~~~~~~~~~~~~~~~~~~~~~~
220,!COC(=O)CSc1ncnc(Nc2cccnc2)c1N~(C)=O~~~~~~~~~~~~~~~~~~~~
221,!CC(NC(=O)C1COc2ccccc2O1)c1nc2ccccc2[nH]1~~~~~~~~~~~~~~~1~~
222,!C1=CC2CC1CC2CNc1cc(-n2cnnn2)ccc1F~[nH]1~~co1~~~~~~~~~~~~~~
223,!CC(=O)c1ccc(C(=O)Nc2ccccc2NS(C)(=O)=O)cc1~~~~~~~~~~~~~~
224,!Cc1cc(NC(=O)Cc2csc(Nc3ncccn3)n2)no1~~~~~~~~~~~~~~~~~~~~
225,!CC(C)c1nnc(NC(=O)Nc2ccc(Cl)cc2)s1~~~-c~~~~o1~~~~~~~~~~~~
226,!Cc1nnc(C2CCCN(C(=O)C3Cc4cc(F)ccc4O3)C2)s1~~~~~~~~~~~~~~
227,!Nc1cccc(CCN(CCO)c2ccccc2)c1~~~O~[nH]nc1=O~~~~~~~~~~~~~~~~~
228,!Cc1cccc(C(=O)N2CCOC(c3ccccc3)C2)n1~~nnc1~~~~~~~~~~~~~~~
229,!CCNC(=O)C1CC(=O)N(c2ccnc(SC)n2)C1~~ccn1~~~~~~~~~~~~~~~~
230,!Cc1nc(CNCC(O)c2ccccc2Cl)sc1C~(C)C~~~~~~~~~~~~~~~~~~~~~~~
231,!CN(CC1CC1)C(=O)CCCC(=O)c1ccc(F)cc1~~~)cc1~~~~~~~~~~~~~~
232,!COC(=O)c1oc(CS(=O)(=O)c2ccc(Cl)cc2)cc1C~~~~~~~~~~~~~~~~~
233,!CN(C(=O)COC(=O)c1ccccc1C(F)(F)F)c1ccccc1~~~~~~~~~~~~~~~
234,!CC1CCCCN1C(=O)CN1CCc2cc(F)ccc2C1~~~~~~~~~~~~~~~~~~~~~~~
235,!CC(C)(C)c1ccc(C2CCCN2Cc2nnc(C3CC3)o2)cc1~~~~~~~~~~~~~~~
